FAMILY	GENUS	SPECIES	CAAB CODE
Didemnidae	Didemnum	incanum	35013139
Didemnidae	Didemnum	inveteratum	35013140
Didemnidae	Didemnum	jedanense	35013141
Didemnidae	Didemnum	jucundum	35013142
Didemnidae	Didemnum	lacertosum	35013143
Didemnidae	Didemnum	lambitum	35013007
Didemnidae	Didemnum	leopardus	35013271
Didemnidae	Didemnum	levitas	35013144
Didemnidae	Didemnum	lillipution	35013260
Didemnidae	Didemnum	linatum	35013145
Didemnidae	Didemnum	lissoclinum	35013146
Didemnidae	Didemnum	lithostrotum	35013297
Didemnidae	Didemnum	macrosiphonium	35013147
Didemnidae	Didemnum	madeleinae	35013148
Didemnidae	Didemnum	mantile	35013149
Didemnidae	Didemnum	membranaceum	35013008
Didemnidae	Didemnum	microthoracicum	35013150
Didemnidae	Didemnum	minisculum	35013151
Didemnidae	Didemnum	molle	35013009
Didemnidae	Didemnum	monile	35013152
Didemnidae	Didemnum	moseleyi	35013010
Didemnidae	Didemnum	multiampullae	35013282
Didemnidae	Didemnum	multispirale	35013153
Didemnidae	Didemnum	mutabile	35013154
Didemnidae	Didemnum	nambucciensis	35013230
Didemnidae	Didemnum	nekozita	35013155
Didemnidae	Didemnum	oblitum	35013156
Didemnidae	Didemnum	ossium	35013157
Didemnidae	Didemnum	parancium	35013158
Didemnidae	Didemnum	parau	35013159
Didemnidae	Didemnum	patulum	35013011
Didemnidae	Didemnum	pecten	35013160
Didemnidae	Didemnum	pellucidum	35013161
Didemnidae	Didemnum	perplexum	35013162
Didemnidae	Didemnum	plebeium	35013272
Didemnidae	Didemnum	poecilomorpha	35013163
Didemnidae	Didemnum	precocinum	35013164
Didemnidae	Didemnum	psammatode	35013012
Didemnidae	Didemnum	roberti	35013014
Didemnidae	Didemnum	rota	35013261
Didemnidae	Didemnum	rottnesti	35013015
Didemnidae	Didemnum	scopi	35013165
Didemnidae	Didemnum	sordidum	35013166
Didemnidae	Didemnum	spadix	35013167
Didemnidae	Didemnum	spongioides	35013016
Didemnidae	Didemnum	spumante	35013249
Didemnidae	Didemnum	spumosum	35013231
Didemnidae	Didemnum	stragulum	35013168
Didemnidae	Didemnum	sucosum	35013169
Didemnidae	Didemnum	tabulatum	35013170
Didemnidae	Didemnum	tantulum	35013289
Didemnidae	Didemnum	tapetum	35013279
Didemnidae	Didemnum	ternerratum	35013171
Didemnidae	Didemnum	theca	35013172
Didemnidae	Didemnum	tonga	35013173
Didemnidae	Didemnum	tumulatum	35013262
Didemnidae	Didemnum	usitatum	35013263
Didemnidae	Didemnum	uturoa	35013174
Didemnidae	Didemnum	vahatuio	35013175
Didemnidae	Didemnum	velum	35013280
Didemnidae	Didemnum	verdantum	35013176
Didemnidae	Didemnum	vesica	35013290
Didemnidae	Didemnum	vesperi	35013264
Didemnidae	Didemnum	vexillum	35013294
Didemnidae	Didemnum	via	35013177
Didemnidae	Didemnum	viride	35013018
Didemnidae	Didemnum	vulgare	35013178
Zoarcidae	Dieidolycus	spp	37231901
Zoarcidae	Dieidolycus	leptodermatus	37231750
Dinolestidae	Dinolestes	spp	37327907
Dinolestidae	Dinolestes	lewini	37327002
Diodontidae	Diodon	spp	37469905
Diodontidae	Diodon	holocanthus	37469005
Diodontidae	Diodon	hystrix	37469015
Diodontidae	Diodon	liturosus	37469016
Diodontidae	Diodon	nicthemerus	37469001
Myctophidae	Diogenichthys	spp	37122907
Myctophidae	Diogenichthys	atlanticus	37122042
Bythitidae	Diplacanthopoma	spp	37228923
Bythitidae	Diplacanthopoma	kreffti	37228064
Bythitidae	Diplacanthopoma	sp. (Tas)	37228802
Congridae	Diploconger	spp	37067911
Congridae	Diploconger	polystigmatus	37067009
Callionymidae	Diplogrammus	spp	37427906
Callionymidae	Diplogrammus	goramensis	37427026
Callionymidae	Diplogrammus	xenicus	37427027
Gonostomatidae	Diplophos	spp	37106903
Gonostomatidae	Diplophos	australis	37106802
Gonostomatidae	Diplophos	rebainsi	37106010
Gonostomatidae	Diplophos	taenia	37106008
Grammistidae	Diploprion	spp	37312903
Grammistidae	Diploprion	bifasciatum	37312002
Didemnidae	Diplosoma	spp	35013904
Didemnidae	Diplosoma	fecundum	35013254
Didemnidae	Diplosoma	listerianum	35013019
Didemnidae	Diplosoma	simile	35013020
Didemnidae	Diplosoma	translucidum	35013021
Didemnidae	Diplosoma	velatum	35013218
Didemnidae	Diplosoma	versicolor	35013293
Didemnidae	Diplosoma	virens	35013022
Gempylidae	Diplospinus	spp	37439902
Gempylidae	Diplospinus	multistriatus	37439017
Labridae	Diproctacanthus	spp	37384915
Labridae	Diproctacanthus	xanthurus	37384102
Caesionidae	Dipterygonotus	spp	37346921
Caesionidae	Dipterygonotus	balteatus	37346013
Rajidae	Dipturus	spp	37031904
Rajidae	Dipturus	</i>cf <i>wengi	37031045
Rajidae	Dipturus	acrobelus	37031035
Rajidae	Dipturus	apricus	37031032
Rajidae	Dipturus	canutus	37031028
Rajidae	Dipturus	grahami	37031029
Rajidae	Dipturus	gudgeri	37031010
Rajidae	Dipturus	innominatus	37031047
Rajidae	Dipturus	melanospilus	37031033
Rajidae	Dipturus	queenslandicus	37031036
Rajidae	Dipturus	wengi	37031034
Diretmidae	Diretmichthys	spp	37254901
Diretmidae	Diretmichthys	parini	37254001
Diretmidae	Diretmus	spp	37254902
Diretmidae	Diretmus	argenteus	37254002
Pomacentridae	Dischistodus	spp	37372910
Pomacentridae	Dischistodus	chrysopoecilus	37372139
Pomacentridae	Dischistodus	darwiniensis	37372076
Pomacentridae	Dischistodus	melanotus	37372077
Pomacentridae	Dischistodus	perspicillatus	37372078
Pomacentridae	Dischistodus	prosopotaenia	37372079
Pomacentridae	Dischistodus	pseudochrysopoecilus	37372080
Gobiidae	Discordipinna	spp	37428927
Gobiidae	Discordipinna	griessingeri	37428111
Gobiesocidae	Discotrema	spp	37206907
Gobiesocidae	Discotrema	crinophila	37206016
Gobiesocidae	Discotrema	monogrammum	37206038
Nototheniidae	Dissostichus	spp	37404902
Nototheniidae	Dissostichus	eleginoides	37404792
Nototheniidae	Dissostichus	mawsoni	37404795
Holozoidae	Distaplia	spp	35015901
Holozoidae	Distaplia	australiensis	35015001
Holozoidae	Distaplia	colligans	35015043
Holozoidae	Distaplia	cuscina	35015002
Holozoidae	Distaplia	cylindrica	35015041
Holozoidae	Distaplia	dubia	35015003
Holozoidae	Distaplia	florida	35015004
Holozoidae	Distaplia	mikropnoa	35015038
Holozoidae	Distaplia	muriella	35015005
Holozoidae	Distaplia	pallida	35015006
Holozoidae	Distaplia	prolifera	35015007
Holozoidae	Distaplia	racemosa	35015008
Holozoidae	Distaplia	regina	35015009
Holozoidae	Distaplia	retinaculata	35015010
Holozoidae	Distaplia	stylifera	35015011
Holozoidae	Distaplia	tokiokai	35015012
Holozoidae	Distaplia	turboensis	35015042
Holozoidae	Distaplia	violetta	35015013
Holozoidae	Distaplia	viridis	35015014
Hydrophiidae	Disteira	spp	3
Acropomatidae	Doederleinia	spp	37311926
Acropomatidae	Doederleinia	berycoides	37311025
Bathylagidae	Dolicholagus	spp	37098904
Bathylagidae	Dolicholagus	longirostris	37098007
Opisthoproctidae	Dolichopteryx	spp	37099904
Opisthoproctidae	Dolichopteryx	anascopa	37099004
Paralepididae	Dolichosudis	</i>cf<i> fuliginosa	37126805
Artedidraconidae	Dolloidraco	spp	37405902
Artedidraconidae	Dolloidraco	longedorsalis	37405755
Oneirodidae	Dolopichthys	spp	37216903
Oneirodidae	Dolopichthys	pullatus	37216002
Oneirodidae	Dolopichthys	sp. A	37216801
Oneirodidae	Dolopichthys	sp. B	37216802
Syngnathidae	Doryrhamphus	spp	37282908
Syngnathidae	Doryrhamphus	excisus	37282058
Syngnathidae	Doryrhamphus	janssi	37282059
Syngnathidae	Doryrhamphus	negrosensis	37282060
Labridae	Dotalabrus	spp	37384916
Labridae	Dotalabrus	alleni	37384103
Labridae	Dotalabrus	aurantiacus	37384018
Drepaneidae	Drepane	spp	37362901
Drepaneidae	Drepane	longimana	37362008
Drepaneidae	Drepane	punctata	37362005
Gobiidae	Drombus	spp	37428928
Gobiidae	Drombus	dentifer	37428367
Gobiidae	Drombus	globiceps	37428022
Gobiidae	Drombus	halei	37428112
Gobiidae	Drombus	lepidothorax	37428113
Gobiidae	Drombus	ocyurus	37428023
Gobiidae	Drombus	simulus	37428368
Gobiidae	Drombus	triangularis	37428024
Ritterellidae	Dumus	spp	35023901
Ritterellidae	Dumus	areniferus	35023001
Syngnathidae	Dunckerocampus	spp	37282909
Syngnathidae	Dunckerocampus	baldwini	37282137
Syngnathidae	Dunckerocampus	dactyliophorus	37282057
Syngnathidae	Dunckerocampus	pessuliferus	37282108
Clupeidae	Dussumieria	spp	37085910
Clupeidae	Dussumieria	elopsoides	37085010
Chiasmodontidae	Dysalotus	spp	37402902
Chiasmodontidae	Dysalotus	alcocki	37402003
Chiasmodontidae	Dysalotus	oligoscolus	37402002
Psychrolutidae	Ebinania	spp	37305901
Psychrolutidae	Ebinania	australiae	37305006
Psychrolutidae	Ebinania	macquariensis	37305005
Pteroidae	Ebosia	spp	37287913
Pteroidae	Ebosia	bleekeri	37287113
Ophichthidae	Echelus	spp	37068907
Ophichthidae	Echelus	uropterus	37068041
Echeneidae	Echeneis	spp	37336901
Echeneidae	Echeneis	naucrates	37336001
Muraenidae	Echidna	spp	37060902
Muraenidae	Echidna	nebulosa	37060023
Muraenidae	Echidna	polyzona	37060024
Muraenidae	Echidna	unicolor	37060025
Gobiidae	Echinogobius	spp	37428929
Gobiidae	Echinogobius	hayashii	37428332
Antennariidae	Echinophryne	spp	37210905
Antennariidae	Echinophryne	crassispina	37210005
Antennariidae	Echinophryne	mitchellii	37210001
Antennariidae	Echinophryne	reynoldsi	37210023
Echinorhinidae	Echinorhinus	spp	37022901
Echinorhinidae	Echinorhinus	brucus	37022001
Echinorhinidae	Echinorhinus	cookei	37022002
Carapidae	Echiodon	spp	37229902
Carapidae	Echiodon	anchipterus	37229014
Carapidae	Echiodon	rendahli	37229003
Melanostomiidae	Echiostoma	spp	37109902
Melanostomiidae	Echiostoma	barbatum	37109006
Blenniidae	Ecsenius	spp	37408906
Blenniidae	Ecsenius	aequalis	37408019
Blenniidae	Ecsenius	alleni	37408020
Blenniidae	Ecsenius	australianus	37408021
Blenniidae	Ecsenius	bicolor	37408022
Blenniidae	Ecsenius	fourmanoiri	37408023
Blenniidae	Ecsenius	lineatus	37408025
Blenniidae	Ecsenius	lividanalis	37408026
Blenniidae	Ecsenius	mandibularis	37408027
Blenniidae	Ecsenius	midas	37408028
Blenniidae	Ecsenius	namiyei	37408093
Blenniidae	Ecsenius	oculatus	37408029
Blenniidae	Ecsenius	schroederi	37408030
Blenniidae	Ecsenius	stictus	37408031
Blenniidae	Ecsenius	tigris	37408032
Blenniidae	Ecsenius	trilineatus	37408089
Blenniidae	Ecsenius	yaeyamaensis	37408033
Perophoridae	Ecteinascidia	spp	35004901
Perophoridae	Ecteinascidia	diaphanis	35004001
Perophoridae	Ecteinascidia	flora	35004002
Perophoridae	Ecteinascidia	imperfecta	35004003
Perophoridae	Ecteinascidia	maxima	35004004
Perophoridae	Ecteinascidia	nexa	35004005
Perophoridae	Ecteinascidia	rubricollis	35004006
Perophoridae	Ecteinascidia	sluiteri	35004007
Perophoridae	Ecteinascidia	thurstoni	35004008
Setarchidae	Ectreposebastes	spp	37287914
Setarchidae	Ectreposebastes	niger	37287053
Kuhliidae	Edelia	spp	37323901
Kuhliidae	Edelia	vittata	37323002
Liparidae	Edentoliparis	spp	37307902
Liparidae	Edentoliparis	terraenovae	37307756
Moridae	Eeyorius	spp	37224905
Moridae	Eeyorius	hutchinsi	37224019
Gobiidae	Egglestonichthys	spp	37428930
Gobiidae	Egglestonichthys	bombylios	37428330
Gobiidae	Egglestonichthys	ulbubunitj	37428414
Alepocephalidae	Einara	spp	37114908
Alepocephalidae	Einara	macrolepis	37114032
Carangidae	Elagatis	spp	37337918
Carangidae	Elagatis	bipinnulata	37337029
Platycephalidae	Elates	spp	37296908
Platycephalidae	Elates	ransonnettii	37296013
Myctophidae	Electrona	spp	37122901
Myctophidae	Electrona	antarctica	37122750
Myctophidae	Electrona	carlsbergi	37122104
Myctophidae	Electrona	paucirastra	37122075
Myctophidae	Electrona	risso	37122043
Myctophidae	Electrona	subaspera	37122014
Eleotridae	Eleotris	spp	37429906
Eleotridae	Eleotris	acanthopoma	37429016
Eleotridae	Eleotris	fusca	37429017
Eleotridae	Eleotris	melanosoma	37429018
Polynemidae	Eleutheronema	spp	37383903
Polynemidae	Eleutheronema	tetradactylum	37383004
Elopidae	Elops	spp	37053901
Elopidae	Elops	hawaiensis	37053001
Elopidae	Elops	machnata	37053003
Bythitidae	Ematops	spp	37228925
Bythitidae	Ematops	randalli	37228116
Emmelichthyidae	Emmelichthys	spp	37345901
Emmelichthyidae	Emmelichthys	nitidus	37345001
Emmelichthyidae	Emmelichthys	struhsakeri	37345004
Carapidae	Encheliophis	spp	37229903
Carapidae	Encheliophis	boraborensis	37229007
Carapidae	Encheliophis	gracilis	37229001
Carapidae	Encheliophis	homei	37229002
Carapidae	Encheliophis	vermicularis	37229009
Carapidae	Encheliophis	vermiops	37229015
Muraenidae	Enchelycore	spp	37060903
Muraenidae	Enchelycore	bayeri	37060026
Muraenidae	Enchelycore	pardalis	37060083
Muraenidae	Enchelycore	ramosa	37060027
Muraenidae	Enchelycore	schismatorhynchus	37060082
Muraenidae	Enchelynassa	spp	37060904
Muraenidae	Enchelynassa	canina	37060028
Blenniidae	Enchelyurus	spp	37408907
Blenniidae	Enchelyurus	ater	37408086
Blenniidae	Enchelyurus	kraussii	37408035
Engraulidae	Encrasicholina	spp	37086904
Engraulidae	Encrasicholina	devisi	37086014
Engraulidae	Encrasicholina	heteroloba	37086015
Engraulidae	Encrasicholina	punctifer	37086002
Engraulidae	Engraulis	spp	37086905
Engraulidae	Engraulis	australis	37086001
Bothidae	Engyprosopon	spp	37460908
Bothidae	Engyprosopon	bleekeri	37460050
Bothidae	Engyprosopon	grandisquama	37460012
Bothidae	Engyprosopon	hureaui	37460067
Bothidae	Engyprosopon	latifrons	37460039
Bothidae	Engyprosopon	longipterum	37460068
Bothidae	Engyprosopon	maldivensis	37460013
Bothidae	Engyprosopon	osculus	37460024
Bothidae	Engyprosopon	praeteritus	37460021
Hydrophiidae	Enhydrina	spp	4
Percophidae	Enigmapercis	spp	37393904
Percophidae	Enigmapercis	reducta	37393008
Tripterygiidae	Enneapterygius	spp	37415904
Tripterygiidae	Enneapterygius	atrogulare	37415012
Tripterygiidae	Enneapterygius	bahasa	37415035
Tripterygiidae	Enneapterygius	clea	37415036
Tripterygiidae	Enneapterygius	elegans	37415037
Tripterygiidae	Enneapterygius	flavoccipitis	37415038
Tripterygiidae	Enneapterygius	gracilis	37415039
Tripterygiidae	Enneapterygius	hemimelas	37415030
Tripterygiidae	Enneapterygius	howensis	37415040
Tripterygiidae	Enneapterygius	larsonae	37415041
Tripterygiidae	Enneapterygius	mirabilis	37415042
Tripterygiidae	Enneapterygius	namarrgon	37415043
Tripterygiidae	Enneapterygius	nanus	37415044
Tripterygiidae	Enneapterygius	philippinus	37415031
Tripterygiidae	Enneapterygius	pyramis	37415050
Tripterygiidae	Enneapterygius	rufopileus	37415032
Tripterygiidae	Enneapterygius	similis	37415045
Tripterygiidae	Enneapterygius	triserialis	37415046
Tripterygiidae	Enneapterygius	tutuilae	37415011
Tripterygiidae	Enneapterygius	ziegleri	37415047
Enoplosidae	Enoplosus	spp	37366901
Enoplosidae	Enoplosus	armatus	37366001
Blenniidae	Entomacrodus	spp	37408908
Blenniidae	Entomacrodus	caudofasciatus	37408105
Blenniidae	Entomacrodus	decussatus	37408036
Blenniidae	Entomacrodus	epalzeocheilos	37408106
Blenniidae	Entomacrodus	niuafoouensis	37408107
Blenniidae	Entomacrodus	striatus	37408037
Blenniidae	Entomacrodus	thalassinus	37408038
Blenniidae	Entomacrodus	vermiculatus	37408108
Callionymidae	Eocallionymus	spp	37427907
Callionymidae	Eocallionymus	papilio	37427014
Ophidiidae	Epetriodus	spp	37228926
Ophidiidae	Epetriodus	freddyi	37228063
Labridae	Epibulus	spp	37384917
Labridae	Epibulus	insidiator	37384104
Branchiostomidae	Epigonichthys	spp	36210902
Branchiostomidae	Epigonichthys	australis	36210004
Branchiostomidae	Epigonichthys	bassanus	36210005
Branchiostomidae	Epigonichthys	cultellus	36210006
Branchiostomidae	Epigonichthys	lucayanum	36210007
Branchiostomidae	Epigonichthys	maldivensis	36210008
Epigonidae	Epigonus	spp	37327900
Epigonidae	Epigonus	denticulatus	37327010
Epigonidae	Epigonus	lenimen	37327001
Epigonidae	Epigonus	macrops	37327093
Epigonidae	Epigonus	occidentalis	37327156
Epigonidae	Epigonus	pectinifer	37327187
Epigonidae	Epigonus	robustus	37327018
Epigonidae	Epigonus	telescopus	37327035
Epigonidae	Epigonus	tuberculatus	37327180
Serranidae	Epinephelides	spp	37311927
Serranidae	Epinephelides	armatus	37311100
Serranidae	Epinephelus	spp	37311911
Serranidae	Epinephelus	amblycephalus	37311015
Serranidae	Epinephelus	areolatus	37311009
Serranidae	Epinephelus	bilobatus	37311062
Serranidae	Epinephelus	bleekeri	37311041
Serranidae	Epinephelus	chlorostigma	37311059
Serranidae	Epinephelus	coeruleopunctatus	37311070
Serranidae	Epinephelus	coioides	37311007
Serranidae	Epinephelus	corallicola	37311066
Serranidae	Epinephelus	cyanopodus	37311145
Serranidae	Epinephelus	daemelii	37311077
Serranidae	Epinephelus	darwinensis	37311146
Serranidae	Epinephelus	epistictus	37311046
Serranidae	Epinephelus	ergastularius	37311147
Serranidae	Epinephelus	fasciatus	37311014
Serranidae	Epinephelus	faveatus	37311208
Serranidae	Epinephelus	fuscoguttatus	37311021
Serranidae	Epinephelus	heniochus	37311019
Serranidae	Epinephelus	hexagonatus	37311064
Serranidae	Epinephelus	howlandi	37311148
Serranidae	Epinephelus	lanceolatus	37311061
Serranidae	Epinephelus	latifasciatus	37311043
Serranidae	Epinephelus	macrospilos	37311149
Serranidae	Epinephelus	maculatus	37311011
Serranidae	Epinephelus	magniscuttis	37311173
Serranidae	Epinephelus	malabaricus	37311150
Serranidae	Epinephelus	melanostigma	37311065
Serranidae	Epinephelus	merra	37311063
Serranidae	Epinephelus	miliaris	37311177
Serranidae	Epinephelus	morrhua	37311151
Serranidae	Epinephelus	multinotatus	37311010
Serranidae	Epinephelus	octofasciatus	37311152
Serranidae	Epinephelus	ongus	37311069
Serranidae	Epinephelus	perplexus	37311153
Serranidae	Epinephelus	polyphekadion	37311047
Serranidae	Epinephelus	polystigma	37311154
Serranidae	Epinephelus	quoyanus	37311040
Serranidae	Epinephelus	radiatus	37311042
Serranidae	Epinephelus	retouti	37311190
Serranidae	Epinephelus	rivulatus	37311022
Serranidae	Epinephelus	septemfasciatus	37311060
Serranidae	Epinephelus	sexfasciatus	37311017
Serranidae	Epinephelus	spilotoceps	37311155
Serranidae	Epinephelus	stictus	37311018
Serranidae	Epinephelus	tauvina	37311057
Serranidae	Epinephelus	timorensis	37311073
Serranidae	Epinephelus	trophis	37311074
Serranidae	Epinephelus	tukula	37311068
Serranidae	Epinephelus	undulatostriatus	37311086
Myxinidae	Eptatretus	spp	37004901
Myxinidae	Eptatretus	alastairi	37004005
Myxinidae	Eptatretus	cirrhatus	37004002
Myxinidae	Eptatretus	gomoni	37004006
Myxinidae	Eptatretus	longipinnis	37004001
Myxinidae	Eptatretus	strahani	37004004
Leiognathidae	Equulites	spp	37341903
Leiognathidae	Equulites	elongatus	37341011
Leiognathidae	Equulites	leuciscus	37341005
Leiognathidae	Equulites	moretoniensis	37341012
Leiognathidae	Equulites	stercorarius	37341026
Ophidiidae	Eretmichthys	spp	37228927
Aploactinidae	Erisphex	spp	37290907
Aploactinidae	Erisphex	aniarus	37290002
Synanceiidae	Erosa	spp	37287915
Synanceiidae	Erosa	daruma	37287052
Synanceiidae	Erosa	erosa	37287022
Emmelichthyidae	Erythrocles	spp	37345902
Emmelichthyidae	Erythrocles	schlegelii	37345005
Clupeidae	Escualosa	spp	37085911
Clupeidae	Escualosa	thoracata	37085021
Lutjanidae	Etelis	spp	37346914
Lutjanidae	Etelis	carbunculus	37346014
Lutjanidae	Etelis	coruscans	37346038
Lutjanidae	Etelis	radiosus	37346058
Etmopteridae	Etmopterus	spp	37020907
Etmopteridae	Etmopterus	baxteri	37020021
Etmopteridae	Etmopterus	bigelowi	37020027
Etmopteridae	Etmopterus	brachyurus	37020032
Etmopteridae	Etmopterus	dianthus	37020029
Etmopteridae	Etmopterus	dislineatus	37020031
Etmopteridae	Etmopterus	evansi	37020030
Etmopteridae	Etmopterus	fusus	37020028
Etmopteridae	Etmopterus	lucifer	37020005
Etmopteridae	Etmopterus	molleri	37020033
Etmopteridae	Etmopterus	pusillus	37020015
Etmopteridae	Etmopterus	unicolor	37020022
Clupeidae	Etrumeus	spp	37085912
Clupeidae	Etrumeus	teres	37085001
Monacanthidae	Eubalichthys	spp	37465919
Monacanthidae	Eubalichthys	bucephalus	37465039
Monacanthidae	Eubalichthys	caeruleoguttatus	37465018
Monacanthidae	Eubalichthys	cyanoura	37465055
Monacanthidae	Eubalichthys	gunnii	37465034
Monacanthidae	Eubalichthys	mosaicus	37465003
Monacanthidae	Eubalichthys	quadrispinis	37465032
Leiognathidae	Eubleekeria	spp	37341908
Leiognathidae	Eubleekeria	jonesi	37341025
Leiognathidae	Eubleekeria	splendens	37341010
Pycnoclavellidae	Euclavella	spp	35022901
Pycnoclavellidae	Euclavella	claviformis	35022001
Euclichthyidae	Euclichthys	spp	37224906
Euclichthyidae	Euclichthys	polynemus	37224001
Polycitoridae	Eucoelium	spp	35018903
Polycitoridae	Eucoelium	coronarium	35018004
Polycitoridae	Eucoelium	mariae	35018048
Polycitoridae	Eucoelium	orientalis	35018005
Orectolobidae	Eucrossorhinus	spp	37013903
Orectolobidae	Eucrossorhinus	dasypogon	37013011
Polycitoridae	Eudistoma	spp	35018904
Polycitoridae	Eudistoma	amplum	35018006
Polycitoridae	Eudistoma	anaematum	35018007
Polycitoridae	Eudistoma	angolanum	35018008
Polycitoridae	Eudistoma	aureum	35018009
Polycitoridae	Eudistoma	bulbatum	35018010
Polycitoridae	Eudistoma	carnosum	35018011
Polycitoridae	Eudistoma	circumvallatum	35018050
Polycitoridae	Eudistoma	constrictum	35018012
Polycitoridae	Eudistoma	convocatum	35018047
Polycitoridae	Eudistoma	eboreum	35018013
Polycitoridae	Eudistoma	elongatum	35018014
Polycitoridae	Eudistoma	gilboviride	35018015
Polycitoridae	Eudistoma	glaucum	35018016
Polycitoridae	Eudistoma	globosum	35018017
Polycitoridae	Eudistoma	gracilum	35018018
Polycitoridae	Eudistoma	incubitum	35018019
Polycitoridae	Eudistoma	laysani	35018020
Polycitoridae	Eudistoma	maculosum	35018021
Polycitoridae	Eudistoma	malum	35018022
Polycitoridae	Eudistoma	microlarvum	35018023
